sent_id	word_id	word	word_is_unique	scene_name	objectname	word_class
29	18	amount	0	room		
29	19	of	0	room		
29	20	walking	0	room		
29	21	with	0	room		
29	22	it	0	room		
29	23	.	0	room		
29	24	''	0	room		
30	1	``	0	room		
30	2	Perfectly	0	room		
30	3	sound	0	room		
30	4	!	0	room		
30	5	''	0	room		
31	1	said	0	room		NoMotion
31	2	Holmes	0	room	Sherlock Holmes	Physical
31	3	.	0	room		
32	1	``	0	room		
32	2	And	0	room		
32	3	then	0	room		
32	4	again	0	room		
32	5	,	0	room		
32	6	there	0	room		
32	7	is	0	room		NoMotion
32	8	the	0	room		
32	9	'friends	1	room		
32	10	of	0	room		
32	11	the	0	room		
32	12	C.C.H	0	room		
32	13	.	0	room		
32	14	'	0	room		
33	1	I	0	room	Dr. Watson	Physical
33	2	should	0	room		
33	3	guess	0	room		NoMotion
33	4	that	0	room		
33	5	to	0	room		
33	6	be	0	room		
33	7	the	0	room		
33	8	Something	0	room	Something	
33	9	Hunt	0	room		
33	10	,	0	room		
33	11	the	0	room		
33	12	local	0	room		
33	13	hunt	0	room		
33	14	to	0	room		
33	15	whose	0	room		
33	16	members	1	room		
33	17	he	0	room		
33	18	has	0	room		
33	19	possibly	0	room		
33	20	given	0	room		
33	21	some	0	room		
33	22	surgical	1	room		
33	23	assistance	0	room		
33	24	,	0	room		
33	25	and	0	room		
33	26	which	0	room		
33	27	has	0	room		
33	28	made	0	room		
33	29	him	0	room		
33	30	a	0	room		
33	31	small	0	room		
33	32	presentation	0	room		
33	33	in	0	room		
33	34	return	0	room		
33	35	.	0	room		
33	36	''	0	room		
34	1	``	0	room		
34	2	Really	0	room		
34	3	,	0	room		
34	4	Watson	0	room		
34	5	,	0	room		
34	6	you	0	room	Dr. Watson	Physical
34	7	excel	1	room		NoMotion
34	8	yourself	0	room	Dr. Watson	Physical
34	9	,	0	room		
34	10	''	0	room		
35	1	said	0	room		NoMotion
35	2	Holmes	0	room	Sherlock Holmes	Physical
35	3	,	0	room		
35	4	pushing	1	room		NoMotion
35	5	back	0	room		
35	6	his	0	room		
35	7	chair	0	room	chair	Physical
35	8	and	0	room		
35	9	lighting	0	room		NoMotion
35	10	a	0	room		
35	11	cigarette	0	room	cigarette	Physical
35	12	.	0	room		
36	1	``	0	room		
36	2	I	0	room		
36	3	am	0	room		
36	4	bound	0	room		
36	5	to	0	room		
36	6	say	0	room		
36	7	that	0	room		
36	8	in	0	room		
36	9	all	0	room		
36	10	the	0	room		
36	11	accounts	0	room		
36	12	which	0	room		
36	13	you	0	room		
36	14	have	0	room		
36	15	been	0	room		
36	16	so	0	room		
36	17	good	0	room		
36	18	as	0	room		
36	19	to	0	room		
36	20	give	0	room		
36	21	of	0	room		
36	22	my	0	room		
36	23	own	0	room		
36	24	small	0	room		
36	25	achievements	1	room		
36	26	you	0	room		
36	27	have	0	room		
36	28	habitually	1	room		
36	29	underrated	1	room		
36	30	your	0	room		
36	31	own	0	room		
36	32	abilities	1	room		
36	33	.	0	room		
37	1	It	0	room		
37	2	may	0	room		
37	3	be	0	room		
37	4	that	0	room		
37	5	you	0	room		
37	6	are	0	room		
37	7	not	0	room		
37	8	yourself	0	room		
37	9	luminous	0	room		
37	10	,	0	room		
37	11	but	0	room		
37	12	you	0	room		
37	13	are	0	room		
37	14	a	0	room		
37	15	conductor	1	room		
37	16	of	0	room		
37	17	light	0	room		
37	18	.	0	room		
38	1	Some	0	room		
38	2	people	0	room		
38	3	without	0	room		
38	4	possessing	1	room		
38	5	genius	0	room		
38	6	have	0	room		
38	7	a	0	room		
38	8	remarkable	0	room		
38	9	power	0	room		
38	10	of	0	room		
38	11	stimulating	0	room		
38	12	it	0	room		
38	13	.	0	room		
39	1	I	0	room		
39	2	confess	0	room		
39	3	,	0	room		
39	4	my	0	room		
39	5	dear	0	room		
39	6	fellow	0	room		
39	7	,	0	room		
39	8	that	0	room		
39	9	I	0	room		
39	10	am	0	room		
39	11	very	0	room		
39	12	much	0	room		
39	13	in	0	room		
39	14	your	0	room		
39	15	debt	1	room		
39	16	.	0	room		
39	17	''	0	room		
40	1	He	0	room	Sherlock Holmes	Physical
40	2	had	0	room		
40	3	never	0	room		
40	4	said	0	room		NoMotion
40	5	as	0	room		
40	6	much	0	room		
40	7	before	0	room		
40	8	,	0	room		
40	9	and	0	room		
40	10	I	0	room	Dr. Watson	Physical
40	11	must	0	room		
40	12	admit	0	room		NoMotion
40	13	that	0	room		
40	14	his	0	room	Sherlock Holmes	Physical
40	15	words	0	room	words	Abstract
40	16	gave	0	room		NoMotion
40	17	me	0	room	Dr. Watson	Physical
40	18	keen	0	room		
40	19	pleasure	0	room	pleasure	Abstract
40	20	,	0	room		
40	21	for	0	room		
40	22	I	0	room	Dr. Watson	Physical
40	23	had	0	room		
40	24	often	0	room		
40	25	been	0	room		
40	26	piqued	1	room		NoMotion
40	27	by	0	room		
40	28	his	0	room	Sherlock Holmes	Physical
40	29	indifference	0	room	indifference	Abstract
40	30	to	0	room		
40	31	my	0	room		
40	32	admiration	0	room		
40	33	and	0	room		
40	34	to	0	room		
40	35	the	0	room		
40	36	attempts	1	room	attempts	Abstract
40	37	which	0	room		
40	38	I	0	room	Dr. Watson	Physical
40	39	had	0	room		
40	40	made	0	room		NoMotion
40	41	to	0	room		
40	42	give	0	room		NoMotion
40	43	publicity	1	room	publicity	Abstract
40	44	to	0	room		
40	45	his	0	room	Sherlock Holmes	Physical
40	46	methods	0	room	methods	Abstract
40	47	.	0	room		
41	1	I	0	room	Dr. Watson	Physical
41	2	was	0	room		NoMotion
41	3	proud	0	room		Abstract
41	4	,	0	room		
41	5	too	0	room		
41	6	,	0	room		
41	7	to	0	room		
41	8	think	0	room		NoMotion
41	9	that	0	room		
41	10	I	0	room	Dr. Watson	Physical
41	11	had	0	room		
41	12	so	0	room		
41	13	far	0	room		
41	14	mastered	1	room		NoMotion
41	15	his	0	room		
41	16	system	0	room	system	Abstract
41	17	as	0	room		
41	18	to	0	room		
41	19	apply	0	room		NoMotion
41	20	it	0	room	methods	Abstract
41	21	in	0	room		
41	22	a	0	room		
41	23	way	0	room	way	Abstract
41	24	which	0	room		
41	25	earned	1	room		NoMotion
41	26	his	0	room		
41	27	approval	1	room	approval	Abstract
41	28	.	0	room		
42	1	He	0	room	Sherlock Holmes	Physical
42	2	now	0	room		
42	3	took	0	room		Motion[D=ARG0;O=ARG1;D=ARG2]
42	4	the	0	room		
42	5	stick	0	room	stick	Physical
42	6	from	0	room		
42	7	my	0	room		
42	8	hands	0	room	hands[part_of(Dr. Watson)]	Physical
42	9	and	0	room		
42	10	examined	0	room		NoMotion
42	11	it	0	room	stick	Physical
42	12	for	0	room		
42	13	a	0	room		
42	14	few	0	room		
42	15	minutes	0	room		
42	16	with	0	room		
42	17	his	0	room		
42	18	naked	1	room		
42	19	eyes	0	room		
42	20	.	0	room		
43	1	Then	0	room		
43	2	with	0	room		
43	3	an	0	room		
43	4	expression	0	room		
43	5	of	0	room		
43	6	interest	0	room		
43	7	he	0	room	Sherlock Holmes	Physical
43	8	laid	0	room		Motion
43	9	down	0	room		
43	10	his	0	room		
43	11	cigarette	0	room	cigarette	Physical
43	12	,	0	room		
43	13	and	0	room		
43	14	carrying	0	room		Motion
43	15	the	0	room		
43	16	cane	0	room	stick	Physical
43	17	to	0	room		
43	18	the	0	room		
43	19	window	0	room	window	Physical
43	20	,	0	room		
43	21	he	0	room	Sherlock Holmes	Physical
43	22	looked	0	room		NoMotion
43	23	over	0	room		
43	24	it	0	room		
43	25	again	0	room		
43	26	with	0	room		
43	27	a	0	room		
43	28	convex	1	room		
43	29	lens	0	room		
43	30	.	0	room		
44	1	``	0	room		
44	2	Interesting	0	room		
44	3	,	0	room		
44	4	though	0	room		
44	5	elementary	0	room		
44	6	,	0	room		
44	7	''	0	room		
45	1	said	0	room		NoMotion
45	2	he	0	room	Sherlock Holmes	Physical
45	3	as	0	room		
45	4	he	0	room	Sherlock Holmes	Physical
45	5	returned	0	room		Motion
45	6	to	0	room		
45	7	his	0	room		
45	8	favourite	0	room		
45	9	corner	0	room		
45	10	of	0	room		
45	11	the	0	room		
45	12	settee	0	room		
45	13	.	0	room		
46	1	``	0	room		
46	2	There	0	room		
46	3	are	0	room		
46	4	certainly	0	room		
46	5	one	0	room		
46	6	or	0	room		
46	7	two	0	room		
46	8	indications	0	room		
46	9	upon	0	room		
46	10	the	0	room		
46	11	stick	0	room		
46	12	.	0	room		
47	1	It	0	room		
47	2	gives	0	room		
47	3	us	0	room		
47	4	the	0	room		
47	5	basis	0	room		
47	6	for	0	room		
47	7	several	0	room		
47	8	deductions	0	room		
47	9	.	0	room		
47	10	''	0	room		
48	1	``	0	room		
48	2	Has	0	room		
48	3	anything	0	room		
48	4	escaped	0	room		
48	5	me	0	room		
48	6	?	0	room		
48	7	''	0	room		
49	1	I	0	room	Dr. Watson	Physical
49	2	asked	0	room		NoMotion
49	3	with	0	room		
49	4	some	0	room		
49	5	self-importance	1	room		
49	6	.	0	room		
50	1	``	0	room		
50	2	I	0	room		
50	3	trust	0	room		
50	4	that	0	room		
50	5	there	0	room		
50	6	is	0	room		
50	7	nothing	0	room		
50	8	of	0	room		
50	9	consequence	0	room		
50	10	which	0	room		
50	11	I	0	room		
50	12	have	0	room		
50	13	overlooked	0	room		
50	14	?	0	room		
50	15	''	0	room		
51	1	``	0	room		
51	2	I	0	room		
51	3	am	0	room		
51	4	afraid	0	room		
51	5	,	0	room		
51	6	my	0	room		
51	7	dear	0	room		
51	8	Watson	0	room		
51	9	,	0	room		
51	10	that	0	room		
51	11	most	0	room		
51	12	of	0	room		
51	13	your	0	room		
51	14	conclusions	0	room		
51	15	were	0	room		
51	16	erroneous	0	room		
51	17	.	0	room		
52	1	When	0	room		
52	2	I	0	room		
52	3	said	0	room		
52	4	that	0	room		
52	5	you	0	room		
52	6	stimulated	1	room		
52	7	me	0	room		
52	8	I	0	room		
52	9	meant	0	room		
52	10	,	0	room		
52	11	to	0	room		
52	12	be	0	room		
52	13	frank	0	room		
52	14	,	0	room		
52	15	that	0	room		
52	16	in	0	room		
52	17	noting	1	room		
52	18	your	0	room		
52	19	fallacies	1	room		
52	20	I	0	room		
52	21	was	0	room		
52	22	occasionally	1	room		
52	23	guided	0	room		
52	24	towards	0	room		
52	25	the	0	room		
52	26	truth	0	room		
52	27	.	0	room		
53	1	Not	0	room		
53	2	that	0	room		
53	3	you	0	room		
53	4	are	0	room		
53	5	entirely	0	room		
53	6	wrong	0	room		
53	7	in	0	room		
53	8	this	0	room		
53	9	instance	0	room		
53	10	.	0	room		
54	1	The	0	room		
54	2	man	0	room		
54	3	is	0	room		
54	4	certainly	0	room		
54	5	a	0	room		
54	6	country	0	room		
54	7	practitioner	0	room		
54	8	.	0	room		
55	1	And	0	room		
55	2	he	0	room		
55	3	walks	0	room		
55	4	a	0	room		
55	5	good	0	room		
55	6	deal	0	room		
55	7	.	0	room		
55	8	''	0	room		
56	1	``	0	room		
56	2	Then	0	room		
56	3	I	0	room		
56	4	was	0	room		
56	5	right	0	room		
56	6	.	0	room		
56	7	''	0	room		
57	1	``	0	room		
57	2	To	0	room		
57	3	that	0	room		
57	4	extent	0	room		
57	5	.	0	room		
57	6	''	0	room		
58	1	``	0	room		
58	2	But	0	room		
58	3	that	0	room		
58	4	was	0	room		
58	5	all	0	room		
58	6	.	0	room		
58	7	''	0	room		
59	1	``	0	room		
59	2	No	0	room		
59	3	,	0	room		
59	4	no	0	room		
59	5	,	0	room		
59	6	my	0	room		
59	7	dear	0	room		
59	8	Watson	0	room		
59	9	,	0	room		
59	10	not	0	room		
59	11	all	0	room		
59	12	--	0	room		
59	13	by	0	room		
59	14	no	0	room		
59	15	means	0	room		
59	16	all	0	room		
59	17	.	0	room		
60	1	I	0	room		
60	2	would	0	room		
60	3	suggest	0	room		
60	4	,	0	room		
60	5	for	0	room		
60	6	example	0	room		
60	7	,	0	room		
60	8	that	0	room		
60	9	a	0	room		
60	10	presentation	0	room		
60	11	to	0	room		
60	12	a	0	room		
60	13	doctor	0	room		
60	14	is	0	room		
60	15	more	0	room		
60	16	likely	0	room		
60	17	to	0	room		
60	18	come	0	room		
60	19	from	0	room		
60	20	a	0	room		
60	21	hospital	0	room		
60	22	than	0	room		
60	23	from	0	room		
60	24	a	0	room		
60	25	hunt	0	room		
60	26	,	0	room		
60	27	and	0	room		
60	28	that	0	room		
60	29	when	0	room		
60	30	the	0	room		
60	31	initials	0	room		
60	32	'	0	room		
60	33	C.C	1	room		
60	34	.	0	room		
60	35	'	0	room		
61	1	are	0	room		
61	2	placed	0	room		
61	3	before	0	room		
61	4	that	0	room		
61	5	hospital	0	room		
61	6	the	0	room		
61	7	words	0	room		
61	8	'Charing	0	room		
61	9	Cross	0	room		
61	10	'	0	room		
61	11	very	0	room		
61	12	naturally	0	room		
61	13	suggest	0	room		
61	14	themselves	0	room		
61	15	.	0	room		
61	16	''	0	room		
62	1	``	0	room		
62	2	You	0	room		
62	3	may	0	room		
62	4	be	0	room		
62	5	right	0	room		
62	6	.	0	room		
62	7	''	0	room		
63	1	``	0	room		
63	2	The	0	room		
63	3	probability	0	room		
63	4	lies	0	room		
63	5	in	0	room		
63	6	that	0	room		
63	7	direction	0	room		
63	8	.	0	room		
64	1	And	0	room		
64	2	if	0	room		
64	3	we	0	room		
64	4	take	0	room		
64	5	this	0	room		
64	6	as	0	room		
64	7	a	0	room		
64	8	working	0	room		
64	9	hypothesis	0	room		
64	10	we	0	room		
64	11	have	0	room		
64	12	a	0	room		
64	13	fresh	0	room		
64	14	basis	0	room		
64	15	from	0	room		
64	16	which	0	room		
64	17	to	0	room		
64	18	start	0	room		
64	19	our	0	room		
64	20	construction	1	room		
64	21	of	0	room		
64	22	this	0	room		
64	23	unknown	0	room		
64	24	visitor	0	room		
64	25	.	0	room		
64	26	''	0	room		
65	1	``	0	room		
65	2	Well	0	room		
65	3	,	0	room		
65	4	then	0	room		
65	5	,	0	room		
65	6	supposing	0	room		
65	7	that	0	room		
65	8	'	0	room		
65	9	C.C.H	0	room		
65	10	.	0	room		
65	11	'	0	room		
66	1	does	0	room		
66	2	stand	0	room		
66	3	for	0	room		
66	4	'Charing	0	room		
66	5	Cross	0	room		
66	6	Hospital	0	room		
66	7	,	0	room		
66	8	'	0	room		
66	9	what	0	room		
66	10	further	0	room		
66	11	inferences	0	room		
66	12	may	0	room		
66	13	we	0	room		
66	14	draw	0	room		
66	15	?	0	room		
66	16	''	0	room		
67	1	``	0	room		
67	2	Do	0	room		
67	3	none	0	room		
67	4	suggest	0	room		
67	5	themselves	0	room		
67	6	?	0	room		
68	1	You	0	room		
68	2	know	0	room		
68	3	my	0	room		
68	4	methods	0	room		
68	5	.	0	room		
69	1	Apply	0	room		
69	2	them	0	room		
69	3	!	0	room		
69	4	''	0	room		
70	1	``	0	room		
70	2	I	0	room		
70	3	can	0	room		
70	4	only	0	room		
70	5	think	0	room		
70	6	of	0	room		
70	7	the	0	room		
70	8	obvious	0	room		
70	9	conclusion	0	room		
70	10	that	0	room		
70	11	the	0	room		
70	12	man	0	room		
70	13	has	0	room		
70	14	practised	0	room		
70	15	in	0	room		
70	16	town	0	room		
70	17	before	0	room		
70	18	going	0	room		
70	19	to	0	room		
70	20	the	0	room		
70	21	country	0	room		
70	22	.	0	room		
70	23	''	0	room		
71	1	``	0	room		
71	2	I	0	room		
71	3	think	0	room		
71	4	that	0	room		
71	5	we	0	room		
71	6	might	0	room		
71	7	venture	0	room		
71	8	a	0	room		
71	9	little	0	room		
71	10	farther	0	room		
71	11	than	0	room		
71	12	this	0	room		
71	13	.	0	room		
72	1	Look	0	room		
72	2	at	0	room		
72	3	it	0	room		
72	4	in	0	room		
72	5	this	0	room		
72	6	light	0	room		
72	7	.	0	room		
73	1	On	0	room		
73	2	what	0	room		
73	3	occasion	0	room		
73	4	would	0	room		
73	5	it	0	room		
73	6	be	0	room		
73	7	most	0	room		
73	8	probable	0	room		
73	9	that	0	room		
73	10	such	0	room		
73	11	a	0	room		
73	12	presentation	0	room		
73	13	would	0	room		
73	14	be	0	room		
73	15	made	0	room		
73	16	?	0	room		
74	1	When	0	room		
74	2	would	0	room		
74	3	his	0	room		
74	4	friends	0	room		
74	5	unite	0	room		
74	6	to	0	room		
74	7	give	0	room		
74	8	him	0	room		
74	9	a	0	room		
74	10	pledge	0	room		
74	11	of	0	room		
74	12	their	0	room		
74	13	good	0	room		
74	14	will	0	room		
74	15	?	0	room		
75	1	Obviously	0	room		
75	2	at	0	room		
75	3	the	0	room		
75	4	moment	0	room		
75	5	when	0	room		
75	6	Dr.	0	room		
75	7	Mortimer	0	room		
75	8	withdrew	0	room		
75	9	from	0	room		
75	10	the	0	room		
75	11	service	0	room		
75	12	of	0	room		
75	13	the	0	room		
75	14	hospital	0	room		
75	15	in	0	room		
75	16	order	0	room		
75	17	to	0	room		
75	18	start	0	room		
75	19	in	0	room		
75	20	practice	0	room		
75	21	for	0	room		
75	22	himself	0	room		
75	23	.	0	room		
76	1	We	0	room		
76	2	know	0	room		
76	3	there	0	room		
